"BehaviorSpace results (NetLogo 6.2.0)"
"TECSecurityUI-V2021-06-09.nlogo"
"co2_price_increase_001-002-003"
"06/14/2021 00:29:44:832 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","co2-tax-increase-rate","information-exchange-period","Insulation-Inputting","rewire-prob","no-of-neighborhoods","number-of-links","neighborhood-size","Value-Inputting","climate-change-scenario","gas-price-increase-scenario","annual-subsidy-budget","percentage-loss-per-svo","[step]","mean community-formation-time-list","mean energy-diversity","insulation-improvement","total-costs-per-household","direct-net-benefits-per-household","indirect-net-benefits-per-household","total-co2-per-household"
"32","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.374","0.5310000000000001","77.69846974461868","106.35903025538148","2.2931027315690615","131.97127870195212"
"33","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.344","0.5449999999999999","75.55774717508459","108.49975282491559","2.310015490143917","131.633023530455"
"34","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.42400000000000004","0.5266666666666664","80.95156479182678","103.10593520817314","2.1773076092949366","134.2871811474346"
"35","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.30600000000000005","0.5499999999999998","74.20395188114156","109.85354811885814","2.3813373855811664","130.20658562171002"
"36","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.26199999999999996","0.5556666666666668","69.57683722511985","114.48066277488014","2.3681477811880387","130.47037770957257"
"37","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.304","0.5516666666666663","75.13174151555376","108.92575848444626","2.3016041108850986","131.80125111563137"
"38","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.35","0.5289999999999999","77.56837025407263","106.48912974592754","2.2955644169050857","131.92204499523163"
"39","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.312","0.5466666666666664","75.5463285645274","108.51117143547285","2.285017455387114","132.13298422559106"
"40","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.39399999999999996","0.5363333333333333","81.6256767277215","102.4318232722787","2.2754275975908","132.32478138151734"
"41","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.43","0.5253333333333332","84.10271595901777","99.95478404098223","2.255383209901312","132.7256691353071"
"42","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.328","0.5343333333333331","76.31029995183671","107.74720004816324","2.281157273483349","132.21018786366636"
"43","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.35400000000000004","0.5446666666666666","76.15211528156446","107.90538471843549","2.2764484835208436","132.30436366291647"
"44","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.284","0.5586666666666664","80.99181949566089","103.06568050433923","2.35449650133766","130.74340330658015"
"45","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.302","0.5590000000000002","74.81055009045697","109.24694990954335","2.348988175086093","130.85356983161148"
"46","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.438","0.5133333333333332","83.36382061827813","100.69367938172175","2.2664102318486203","132.50512869636094"
"47","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.352","0.5316666666666667","80.19981743933403","103.85768256066572","2.3004621099597826","131.8240911341377"
"48","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.376","0.5373333333333332","81.05385199131021","103.00364800868991","2.302083339538349","131.79166654256636"
"49","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.46799999999999997","0.5019999999999998","84.75299550665734","99.30450449334276","2.184497408463561","134.14338516406212"
"50","0.001","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.386","0.515333333333333","80.11288591926352","103.94461408073637","2.3346838931763787","131.13965546980577"
"51","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.358","0.5409999999999999","81.98403461381854","103.85179871951493","2.3158895666249424","131.5155420008345"
"52","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.336","0.5419999999999998","84.87785716860438","100.95797616472869","2.2807204181810774","132.2189249697118"
"53","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.388","0.5113333333333334","81.89316116440749","103.94267216892602","2.3378560506550286","131.07621232023277"
"54","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.28600000000000003","0.5646666666666667","75.82347147165119","110.01236186168205","2.3716308386163845","130.40071656100565"
"55","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.266","0.5529999999999999","74.9184714624868","110.91736187084628","2.3586488271286044","130.66035679076126"
"56","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.294","0.5529999999999999","75.4148758082059","110.42095752512782","2.3596413659712896","130.64050601390755"
"57","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.314","0.5550000000000002","77.53357951927079","108.30225381406235","2.327481823331806","131.28369686669723"
"58","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.372","0.5470000000000002","78.0508985483942","107.7849347849392","2.310053549711405","131.63226233910524"
"59","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.41800000000000004","0.5423333333333336","84.64455711318354","101.19127622014997","2.2136541533390854","133.56025026655163"
"60","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.256","0.5720000000000001","74.84180888681703","110.99402444651614","2.3222993836909582","131.38734565951418"
"61","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.466","0.5093333333333332","86.26839360302571","99.5674397303078","2.193234914744362","133.9686350384461"
"62","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.368","0.5286666666666666","81.31709997213026","104.51873336120303","2.3097112316137856","131.63910870105764"
"63","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.31","0.5546666666666664","76.29142931683418","109.54440401649933","2.404862109884752","129.7360911356383"
"65","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.45","0.4946666666666668","84.7238953515411","101.11193798179215","2.2532990985603987","132.76735136212537"
"64","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.256","0.5673333333333335","74.23154652679393","111.60428680653936","2.3333246357061257","131.16684061921083"
"66","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.26799999999999996","0.5539999999999998","74.96264840231896","110.8731849310144","2.320883798215117","131.415657369031"
"67","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.378","0.553666666666667","82.43292061693477","103.40291271639877","2.268217059157958","132.4689921501742"
"68","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.38","0.5259999999999998","75.30146993901761","110.53436339431582","2.237916888816913","133.07499555699508"
"69","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.378","0.5276666666666667","83.13159279206675","102.70424054126642","2.287381448272646","132.08570436788042"
"70","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.402","0.5209999999999999","82.84678158258954","102.98905175074408","2.337013352544376","131.09306628244582"
"71","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.386","0.528","81.89400843791937","103.94182489541413","2.30098572313033","131.81361887072674"
"72","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.294","0.5523333333333333","75.93161307668984","109.90422025664348","2.3239235359873662","131.35486261358602"
"74","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.29999999999999993","0.5590000000000002","76.39716335693059","109.4386699764027","2.3411901675543123","131.0095299822471"
"75","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.336","0.5456666666666665","75.94582392742325","109.89000940590995","2.3547027479867384","130.73927837359858"
"73","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.46399999999999997","0.5026666666666668","85.88838723163063","99.9474461017025","2.2148266121571285","133.53680109019078"
"77","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.418","0.5236666666666667","84.39328606020615","101.44254727312756","2.190086762636079","134.03159808061176"
"76","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.352","0.5369999999999999","78.47461492502751","107.36121840830587","2.3018642904776754","131.79604752377983"
"78","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","49","0.242","0.5539999999999998","68.8584486449068","116.97738468842691","2.337120431937443","131.0909246945845"
"79","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.35800000000000004","0.5463333333333331","82.25773945899321","103.57809387434","2.245573187696931","132.92186957939472"
"80","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","41.8","0.374","0.5300000000000002","76.43122815172315","109.40460518161005","2.2256520811872194","133.32029170958896"
"82","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.368","0.5449999999999999","82.03190150249137","103.80393183084196","2.2935611880590914","131.96210957215152"
"81","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.354","0.5506666666666669","78.20766804244838","107.62816529088487","2.2939548566065255","131.95423620120283"
"85","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.376","0.5406666666666666","82.76040443800785","103.07542889532549","2.268501367967349","132.46330597398637"
"84","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.38000000000000006","0.5343333333333335","78.90443865886218","106.93139467447114","2.3026576781317645","131.78017977069806"
"83","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.28200000000000003","0.5693333333333332","75.59758749508401","110.23824583824921","2.328810252574782","131.2571282818377"
"86","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.392","0.5223333333333335","82.61279332028538","103.22304001304788","2.270442157855773","132.4244901762179"
"87","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.384","0.5266666666666668","79.72513684470444","106.1106964886288","2.23970443698083","133.03924459371675"
"88","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.384","0.5316666666666663","79.52052596774803","106.31530736558553","2.2801057620904714","132.2312180915239"
"90","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","37","0.388","0.5113333333333334","82.02050530618973","103.81532802714347","2.368520179325934","130.46292974681467"
"89","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.32999999999999996","0.5599999999999996","78.20313996468492","107.63269336864829","2.283391113876239","132.16551105580857"
"91","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.378","0.5303333333333331","79.0450509136305","106.79078241970318","2.25984568950401","132.63641954325314"
"92","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.392","0.5266666666666668","79.68088357868731","106.15494975464586","2.3194763894376393","131.44380554458056"
"93","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.438","0.5150000000000001","85.12331940688182","100.71251392645131","2.2256608759763554","133.32011581380624"
"94","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.36","0.5353333333333334","78.46788476004637","107.36794857328701","2.2473060662275843","132.88721200878166"
"95","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","41.8","0.39999999999999997","0.532","82.68546377140848","103.15036956192495","2.24328724298489","132.96758847363554"
"96","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.29800000000000004","0.544","72.31133300660694","113.52450032672644","2.2861330132942657","132.11067306744803"
"97","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.30200000000000005","0.5403333333333333","75.33072633822357","110.5051069951099","2.3563498628930675","130.706336075472"
"98","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.336","0.5386666666666664","77.77081322583938","108.06502010749396","2.3220104354376474","131.3931246245804"
"99","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.296","0.5449999999999999","75.51645063078814","110.31938270254537","2.353269740105681","130.76793853121973"
"100","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.346","0.5413333333333332","77.56500801011241","108.27082532322082","2.3292467245287383","131.24839884275858"
"102","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.384","0.5329999999999999","84.3300738812697","103.28409278539678","2.2880457993167043","132.07241734699926"
"101","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.36","0.5363333333333333","79.66392645498769","107.95024021167899","2.295828137390008","131.9167705855332"
"103","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.272","0.5723333333333334","76.38930410150941","111.22486256515703","2.346119619264704","130.91094094803927"
"104","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.34800000000000003","0.5366666666666666","79.0161363815657","108.59803028510076","2.2763388287423143","132.30655675848706"
"105","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.25","0.5646666666666667","74.99624576993321","112.61792089673372","2.4176821034466784","129.47969126439978"
"106","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.458","0.4980000000000002","86.30674775746839","101.30741890919825","2.2811816641016067","132.2097000513012"
"107","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.332","0.5566666666666666","78.63492489042946","108.979241776237","2.312087468071599","131.59158397190137"
"108","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.27599999999999997","0.5646666666666667","77.4004213585768","110.21374530808968","2.284159498604943","132.15014336123448"
"109","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.262","0.5613333333333337","75.80029910497457","111.81386756169213","2.3119676961172217","131.5939794109889"
"110","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.31799999999999995","0.5453333333333332","78.65419822139025","108.95996844527622","2.3350518406930263","131.13229651947282"
"111","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.38000000000000006","0.5276666666666667","80.46987273516739","107.14429393149939","2.301177070030083","131.80979193273168"
"112","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.42200000000000004","0.5143333333333335","84.36402697208881","103.2501396945777","2.3051890360635783","131.72955261206178"
"113","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.38","0.524","80.29487789992646","107.31928876673987","2.273990578354348","132.3535217662464"
"114","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.37","0.5299999999999998","82.2464804624422","105.367686204224","2.332531492044687","131.1827034924396"
"115","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.376","0.5216666666666665","79.83374219006943","107.78042447659749","2.2817343698141217","132.1986459370509"
"116","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.386","0.5203333333333333","82.86712855401584","104.74703811265123","2.32866323777657","131.26006857780195"
"117","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.42400000000000004","0.5146666666666668","85.26767051904582","102.34649614762075","2.2578614531433687","132.67610427046597"
"118","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.352","0.5376666666666665","78.93360077056924","108.68056589609719","2.304839795637625","131.73653742058085"
"119","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.45999999999999996","0.508","87.16225528203663","100.45191138463028","2.249105280353754","132.85122772625826"
"120","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.4039999999999999","0.528","84.21465444819688","103.3995122184698","2.314717128898195","131.53899075536944"
"122","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.382","0.5449999999999999","80.75224710243911","106.86191956422749","2.2660520947096674","132.51229143914"
"121","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.308","0.5516666666666667","77.89255211296737","109.7216145536994","2.344236370615205","130.94860592102924"
"123","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.39599999999999996","0.5326666666666666","81.85406464359276","105.76010202307397","2.253712689332082","132.7590795466917"
"124","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.34199999999999997","0.5489999999999999","78.58576241352792","109.02840425313867","2.241633988243983","133.00065356845369"
"125","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.274","0.5680000000000001","76.5259148228484","111.08825184381824","2.317942142375695","131.47449048581944"
"126","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.396","0.537666666666667","84.54502181297445","103.06914485369184","2.3030499778637408","131.77233377605853"
"128","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.344","0.5386666666666664","81.67259642545079","105.94157024121566","2.3546085511168218","130.7411623109969"
"127","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.276","0.5669999999999997","76.15359791659677","111.46056875006983","2.370786567194662","130.4176019894401"
"129","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.30600000000000005","0.5466666666666669","77.51713453654297","110.0970321301238","2.3469883742817843","130.89356584769766"
"130","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.302","0.5343333333333331","73.80157113743789","113.81259552922882","2.308434895717241","131.66463541898852"
"132","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","41.8","0.38399999999999995","0.5309999999999997","83.29177218846989","104.32239447819651","2.269237253856994","132.44858825619346"
"131","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.35200000000000004","0.5536666666666665","79.5403318441095","108.07383482255716","2.2415329210483974","133.0026749123654"
"133","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.45199999999999996","0.5036666666666667","86.63705296628397","100.97711370038267","2.1975345989658623","133.8826413540161"
"134","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.404","0.5243333333333333","85.3207795647039","102.29338710196254","2.2701021550869953","132.43129023159344"
"135","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.304","0.5453333333333337","77.6622606954558","109.95190597121064","2.3540916044995854","130.75150124334164"
"136","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.426","0.5276666666666667","85.910501127686","101.70366553898074","2.247555226637337","132.8822288005866"
"138","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.368","0.5306666666666668","83.4844577630694","104.12970890359749","2.333151419950768","131.17030493431798"
"137","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.304","0.565666666666667","77.98291501072599","109.6312516559407","2.2946850008551167","131.939633316231"
"139","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.268","0.5666666666666664","75.62066355946492","111.99350310720168","2.3123895834910955","131.58554166351144"
"140","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.388","0.5296666666666665","84.3570085522857","103.2571581143809","2.256715759883767","132.699018135658"
"141","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.324","0.5489999999999999","78.5218980814365","109.09226858523084","2.298923457926567","131.854864174802"
"143","0.003","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.27999999999999997","0.553666666666667","76.56909752822429","111.04506913844209","2.329210225285004","131.24912882763326"
