"BehaviorSpace results (NetLogo 6.2.0)"
"TECSecurityUI-V2021-06-09.nlogo"
"nu_of_neighborhoods_4_5_6"
"06/13/2021 23:36:18:481 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","co2-tax-increase-rate","information-exchange-period","Insulation-Inputting","rewire-prob","no-of-neighborhoods","number-of-links","neighborhood-size","Value-Inputting","climate-change-scenario","gas-price-increase-scenario","annual-subsidy-budget","percentage-loss-per-svo","[step]","mean community-formation-time-list","mean energy-diversity","insulation-improvement","total-costs-per-household","direct-net-benefits-per-household","indirect-net-benefits-per-household","total-co2-per-household"
"16","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.385","0.5299999999999998","79.90227270614908","105.93356062718428","2.2085213490542714","133.66290635224792"
"17","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.29250000000000004","0.552083333333333","75.25812080011427","110.57771253321903","2.4924078864397057","127.98517560453924"
"18","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.34500000000000003","0.5420833333333333","77.79847651621253","108.03735681712054","2.2433877499054122","132.9655783352251"
"19","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.38999999999999996","0.5329166666666669","81.73129192655935","104.10454140677393","2.3413607319517182","131.00611869429898"
"21","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.265","0.5683333333333334","80.53812257724061","105.2977107560925","2.331916259326424","131.19500814680487"
"20","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.31","0.55125","75.909020333748","109.92681299958558","2.399378024962097","129.8457728340914"
"22","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.29000000000000004","0.5729166666666665","76.24079473999893","109.5950385933344","2.2473825073362677","132.885683186608"
"23","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.33249999999999996","0.5454166666666667","76.93261848960363","108.90321484372957","2.3248606799284746","131.33611973476386"
"24","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.36","0.5254166666666666","79.48256563493992","106.35326769839345","2.2455549577084923","132.9222341791635"
"25","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.365","0.5383333333333331","80.29964939890965","105.5361839344237","2.358578121170102","130.6617709099313"
"26","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.2875","0.5566666666666666","76.54368685870134","109.29214647463193","2.341168695933088","131.00995941467158"
"27","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.28500000000000003","0.5620833333333333","76.35001496364563","109.48581836968778","2.3698778652268544","130.43577602879625"
"28","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.305","0.5579166666666664","76.71429502678627","109.1215383065471","2.3003168304443293","131.82699672444676"
"29","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.42000000000000004","0.5095833333333335","82.59126392936096","103.2445694039724","2.2724305109495746","132.38472311434185"
"30","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.2725","0.56","74.99826549245844","110.83756784087525","2.3598367156720204","130.63659901989294"
"31","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.325","0.565","77.2556050742174","108.5802282591159","2.2858219277980822","132.1168947773717"
"32","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.365","0.5383333333333336","78.82051737753294","107.01531595580053","2.2845003152078647","132.14332702917605"
"33","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.38","0.5295833333333335","78.86462024647221","106.97121308686127","2.269906057285816","132.43521218761703"
"34","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.405","0.5358333333333332","82.11112210611516","103.72471122721805","2.3020928318837366","131.79147669565862"
"35","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.315","0.5520833333333335","76.84117448932788","108.99465884400566","2.3754998632940683","130.32333606745198"
"36","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.3725","0.5304166666666665","79.07410115975279","106.76173217358006","2.318221402263903","131.46890528805528"
"37","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.28250000000000003","0.572916666666667","76.59324827411943","109.242585059214","2.29916505008779","131.85003233157755"
"38","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.36000000000000004","0.5341666666666667","80.1987942294181","105.63703910391534","2.1813852664617275","134.2056280040988"
"39","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","43","0.35250000000000004","0.5433333333333334","79.44513376077369","106.39069957255973","2.256099897035081","132.71133539263172"
"40","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.29000000000000004","0.5637500000000002","76.90927189437252","108.92656143896097","2.2737205646567107","132.35892204019913"
"41","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.3775","0.5212499999999998","78.47861557252902","107.35721776080426","2.3357089598952614","131.11915413542812"
"42","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.3225","0.552916666666667","76.21801873866893","109.61781459466465","2.3122023870948527","131.5892855914363"
"43","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.35750000000000004","0.5474999999999999","78.71401683772538","107.12181649560803","2.2838553157678563","132.15622701797622"
"44","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.28250000000000003","0.5595833333333333","75.12826581186539","110.70756752146806","2.301063823846526","131.81205685640282"
"45","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.3425","0.5379166666666668","77.58547562455487","108.25035770877834","2.3285673895981676","131.26198554137"
"46","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.22","0.565","72.98832226833288","112.84751106500032","2.3510599359195665","130.812134614942"
"47","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.225","0.563333333333333","73.05366250462434","112.78217082870948","2.3998607740978826","129.8361178513757"
"48","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.41000000000000003","0.5274999999999999","82.52065348095877","103.31517985237456","2.2715266157074283","132.40280101918478"
"49","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.355","0.5175000000000001","72.75908616514836","113.076747168185","2.378369328170784","130.26594676991766"
"50","0.002","7","false","0.02","4","3","600","false","high temperature rise","0.01","4","10","239","40","0.29500000000000004","0.5541666666666667","75.38026181129955","110.4555715220341","2.411281032492214","129.60771268348907"
"51","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.43","0.5126666666666666","83.09236791889727","102.7434654144359","2.3229687269970003","131.37395879339334"
"52","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.39199999999999996","0.5286666666666666","79.05490272542232","106.78093060791096","2.278748811643125","132.25835710047085"
"53","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.262","0.5569999999999999","74.03820749829882","111.79762583503467","2.395460443831172","129.9241244567099"
"55","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.38399999999999995","0.5443333333333333","83.21624484472318","102.61958848861035","2.276848850016957","132.2963563329942"
"54","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.43","0.5143333333333331","83.95541693494634","101.88041639838714","2.2842351933327563","132.14862946667822"
"56","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.356","0.5476666666666667","79.09989921312834","106.73593412020514","2.3090191079155433","131.65295117502248"
"57","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.4","0.5329999999999999","83.22068530398667","102.61514802934656","2.2325561644110326","133.1822100451127"
"58","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.40800000000000003","0.524","83.48144860853117","102.35438472480195","2.297341811854963","131.88649709623408"
"59","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.4779999999999999","0.5063333333333331","86.03363109286948","99.80220224046346","2.292328497555681","131.98676338221972"
"60","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.27","0.5506666666666669","69.9153631014264","115.92047023190682","2.3833016594283194","130.16730014476695"
"61","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.30600000000000005","0.5596666666666668","76.23414279720183","109.60169053613156","2.292072381297217","131.991885707389"
"62","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.43200000000000005","0.5103333333333331","85.3215720557402","100.51426127759322","2.1954256469242055","133.92482039484923"
"63","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.32199999999999995","0.537666666666667","76.51268531223626","109.32314802109724","2.336517867951501","131.10297597430332"
"64","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.42200000000000004","0.5289999999999999","84.41572246116672","101.42011087216673","2.2156579238251384","133.52017485683058"
"65","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.41600000000000004","0.5126666666666666","82.7707311820356","103.06510215129794","2.3195305461372118","131.4427224105891"
"66","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.34400000000000003","0.5356666666666667","76.56920859517341","109.26662473815999","2.332414000482629","131.18505332368076"
"67","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.362","0.5473333333333334","81.83785358794668","103.99797974538673","2.29478220795087","131.93768917431595"
"68","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.27","0.5713333333333335","71.91875629176256","113.91707704157095","2.285516447912137","132.1230043750906"
"70","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.43200000000000005","0.5270000000000001","84.40174023596103","101.43409309737237","2.2036785076811727","133.7597631797099"
"69","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.28600000000000003","0.56","71.18858747553625","114.64724585779707","2.379246085960027","130.2484116141328"
"71","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.27799999999999997","0.5596666666666668","75.38021414911479","110.45561918421843","2.347791085606342","130.8775116212065"
"72","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.372","0.5310000000000001","81.94953795218915","103.88629538114408","2.343096003111643","130.9714132711005"
"73","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.364","0.527333333333333","78.57278368669829","107.26304964663527","2.275198160232178","132.3293701286898"
"74","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.29000000000000004","0.5556666666666668","75.9615873618375","109.87424597149575","2.361606934915766","130.60119463501803"
"75","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.266","0.5553333333333335","74.9474920022101","110.88834133112296","2.3216388689104024","131.4005559551253"
"76","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.266","0.5746666666666669","75.09511350987322","110.74071982346005","2.3126101521309366","131.5811302907146"
"77","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.492","0.4916666666666667","86.22031355897228","99.61551977436147","2.2501714129479384","132.82990507437458"
"78","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.394","0.5269999999999997","79.85394117224075","105.98189216109233","2.3060442497369293","131.71244833859475"
"79","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.368","0.5303333333333335","77.81782354005372","108.01800979327965","2.336119604899156","131.11094123535023"
"80","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.324","0.5536666666666665","77.13377604979678","108.70205728353693","2.3427169049135728","130.9789952350619"
"81","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.34","0.5543333333333331","78.35593826984596","107.47989506348736","2.2565700417174286","132.70193249898477"
"82","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.298","0.5586666666666664","76.21624117140458","109.61959216192875","2.3681680151004856","130.46997303132363"
"84","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.24799999999999994","0.5630000000000002","74.1454303294798","111.69040300385376","2.337295088525046","131.08743156283242"
"83","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.37","0.5379999999999998","81.82303029700122","104.01280303633209","2.3227265906916856","131.37880151949963"
"85","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.29","0.5643333333333334","75.63927465203528","110.19655868129826","2.3735332452729567","130.3626684278742"
"86","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.43200000000000005","0.5113333333333334","84.35240948141342","101.48342385191984","2.278987833649589","132.25357666034157"
"87","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.376","0.5369999999999999","82.97281263141856","102.86302070191498","2.226644672262026","133.30043988809282"
"89","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.276","0.5623333333333331","74.8786364281844","110.95719690514866","2.34300079146564","130.97331750402054"
"88","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.28800000000000003","0.559333333333333","75.88983010435943","109.94600322897392","2.34595752022784","130.91418292877654"
"90","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.374","0.549666666666667","82.70674581882486","103.12908751450856","2.246559408006836","132.90214517319663"
"92","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.33799999999999997","0.5293333333333332","80.87244559597741","104.96338773735587","2.3027013206462486","131.77930692040837"
"91","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.308","0.5443333333333333","76.60361877530259","109.23221455803112","2.3029757510437676","131.773818312458"
"93","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.274","0.5609999999999999","77.05492532004904","108.78090801328442","2.2975600515032286","131.88213230326878"
"94","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.40800000000000003","0.5266666666666668","83.97322636721233","101.86260696612092","2.242911318227617","132.975106968781"
"96","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","37","0.394","0.5243333333333333","79.88453410151132","105.95129923182209","2.2645130117852306","132.54307309762874"
"95","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.24399999999999994","0.563333333333333","69.8742643548495","115.96156897848334","2.36483460767183","130.53664117989675"
"97","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.376","0.5346666666666668","82.43480989436303","103.4010234389704","2.2544265714014515","132.7448019053043"
"98","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","44.2","0.37799999999999995","0.5499999999999998","82.89217112161305","102.94366221172017","2.2702260604102023","132.4288121251293"
"100","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.372","0.5293333333333337","79.1046617098678","106.73117162346541","2.2885366330483268","132.0626006723668"
"99","0.002","7","false","0.02","5","3","600","false","high temperature rise","0.01","4","10","239","39.4","0.33999999999999997","0.5493333333333332","78.18362478622825","107.652208547105","2.3105267882237044","131.62279756885926"
"103","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.38999999999999996","0.5269444444444442","83.43885945121227","102.39697388212126","2.26477717086741","132.53778991598514"
"101","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.37833333333333335","0.5427777777777774","83.10891745528554","102.72691587804758","2.25432867129681","132.74675990739715"
"102","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.33","0.5438888888888891","76.82278707504729","109.01304625828612","2.308278280631106","131.66776772071123"
"104","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.23","0.5713888888888885","73.4461318739297","112.38970145940313","2.3587226818807596","130.65887969571816"
"105","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.40499999999999997","0.5330555555555554","83.69600956101726","102.13982377231595","2.2834724186091964","132.16388496114942"
"106","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.365","0.5252777777777777","81.2352016560833","104.60063167724998","2.3461381195687436","130.91057094195847"
"107","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.37166666666666665","0.5327777777777776","82.23509292449323","103.60074040884047","2.2785691866407563","132.26194960051822"
"108","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.3733333333333333","0.5397222222222222","82.72149024797322","103.11434308536015","2.243096091451997","132.9714115042934"
"109","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.35833333333333334","0.5377777777777775","77.91525457460129","107.92057875873171","2.2898779382431047","132.03577456847125"
"110","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.2966666666666667","0.5630555555555556","76.3096511064548","109.52618222687813","2.3157650064451603","131.51803320443014"
"111","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.36166666666666664","0.5366666666666666","77.77755864191951","108.05827469141364","2.313369301948056","131.56594729437222"
"112","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.3433333333333333","0.5283333333333333","76.07536502082274","109.76046831251048","2.339412376038101","131.04508581257133"
"113","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.345","0.5469444444444447","77.4177157574886","108.41811757584456","2.3035407092027116","131.76251914927911"
"114","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","43","0.41500000000000004","0.5305555555555554","84.19503483990748","101.6407984934259","2.2796269012233865","132.24079530886561"
"115","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.37166666666666665","0.5425","79.49146062251046","106.34437271082282","2.2392478555934674","133.048376221464"
"116","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.455","0.5074999999999998","85.73342434871134","100.10240898462159","2.233894246236642","133.1554484086005"
"117","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.3066666666666667","0.5469444444444442","76.99894777599654","108.83688555733741","2.347273536868407","130.8878625959652"
"120","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.37166666666666665","0.5405555555555557","82.56722138672419","103.26861194660925","2.264757004288211","132.53819324756913"
"119","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.32","0.5558333333333336","77.1698034655196","108.66602986781396","2.3152663889261933","131.52800555480948"
"118","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.2783333333333333","0.5702777777777777","75.75267816221381","110.0831551711198","2.3380466595976546","131.07240014138026"
"122","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.26333333333333336","0.5691666666666668","74.843589362768","110.992243970565","2.3277119511485354","131.27909431036264"
"121","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","43","0.37833333333333335","0.5397222222222222","82.82186489816957","103.01396843516375","2.3027380273668174","131.778572785997"
"123","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.28","0.5583333333333331","74.9937378346933","110.84209549864019","2.380152968303591","130.23027396726152"
"124","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.33","0.5447222222222221","77.2354629609054","108.60037037242795","2.2989147482504566","131.85503836832422"
"125","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.2983333333333334","0.5497222222222224","76.60295946057109","109.23287387276206","2.369396201370397","130.4454093059254"
"126","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.2983333333333334","0.556111111111111","73.16971150592721","112.66612182740629","2.3335500737603057","131.16233185812723"
"127","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.29333333333333333","0.5558333333333332","75.18179161792428","110.65404171540885","2.328835244197427","131.2566284493848"
"128","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.33","0.5330555555555554","77.35919758968598","108.4766357436471","2.347037415092774","130.89258503147786"
"129","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.355","0.5325000000000002","77.67260535626909","108.16322797706422","2.3333034542227056","131.16726424887923"
"130","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.33499999999999996","0.5430555555555556","76.34428486814542","109.49154846518755","2.298374237518729","131.86584858295876"
"131","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","43","0.2966666666666667","0.5516666666666667","74.74939340395979","111.08643992937374","2.3301291714933625","131.2307499034661"
"133","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.39166666666666666","0.5297222222222224","79.40270906485244","106.43312426848078","2.2700726391058623","132.4318805512161"
"132","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.39166666666666666","0.5274999999999999","83.78253027776533","102.05330305556801","2.257079068996235","132.69175195340864"
"134","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.26666666666666666","0.5572222222222223","74.72792781355302","111.1079055197806","2.347726852729174","130.87879627874986"
"136","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","43","0.29666666666666663","0.5583333333333331","74.02377315851295","111.81206017482029","2.296450510799255","131.90432311734824"
"135","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","43","0.41500000000000004","0.5255555555555556","83.89371903581528","101.94211429751792","2.304521474359821","131.74290384613693"
"137","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.4033333333333333","0.5213888888888891","84.74983886805987","101.08599446527357","2.2287261321845917","133.2588106896415"
"138","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.31","0.5380555555555553","73.1848356273398","112.6509977059939","2.377684461258919","130.27964410815497"
"139","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.36333333333333334","0.5274999999999999","78.23837640188162","107.59745693145184","2.2886409270407597","132.06051479251815"
"140","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.34","0.5538888888888889","81.16007153726079","104.67576179607262","2.3166939750557747","131.49945383221785"
"141","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","45","0.3833333333333333","0.5422222222222222","83.68640743459976","102.14942589873316","2.233663194412743","133.16006944507848"
"145","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.2866666666666667","0.5494444444444446","71.91572007987462","113.9201132534589","2.335905967667718","131.115213979979"
"142","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.3383333333333333","0.5358333333333332","77.70414993605519","108.131683397278","2.301209132057483","131.8091506921837"
"144","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","47","0.385","0.5386111111111109","84.03918361579616","101.79664971753732","2.2885967513783156","132.06139830576703"
"143","0.002","7","false","0.02","6","3","600","false","high temperature rise","0.01","4","10","239","39","0.4066666666666667","0.5372222222222223","81.37298706985075","104.46284626348248","2.2501672744737333","132.82998784385867"
